OrderID,Customer_Age,Membership_Years,Items_In_Cart,Discount_Pct,Delivery_Distance_KM,Product_Category,Payment_Method,Is_Premium_Member,Season,Day_Of_Week,Transaction_Amount
ORD304799,58.0,5.933483606557377,7,5.7,25.0,Electronics,debit card,no,Summer,Wed,4803.6
ORD304446,57.0,7.0,4,30.6,9.9,Clothing,debit card,yes,Monsoon,Sat,64.85
ORD300584,44.0,8.7,11,7.5,15.6,Books,wallet,yes,Spring,Sun,54.09
ORD301674,57.0,8.4,8,0.6,1.8,Sports,upi,yes,Summer,Thu,122.1
ORD302224,34.0,8.1,6,9.3,46.3,Home & Kitchen,credit card,no,Spring,Mon,139.03
ORD304870,60.0,4.7,8,18.4,5.4,Sports,wallet,yes,Spring,Wed,119.92
ORD300179,57.0,6.7,9,30.2,3.6,Books,upi,no,Summer,Mon,31.65
ORD303975,32.0,10.6,14,23.5,32.6,Sports,credit card,yes,Winter,Sat,161.52
ORD300378,19.0,11.5,2,12.4,9.9,Electronics,upi,no,Monsoon,Thu,293.7
ORD300667,56.0,4.3,11,25.8,13.8,Home & Kitchen,credit card,no,Summer,Fri,119.39
ORD300760,30.0,8.4,10,2.4,5.6,Clothing,upi,no,Winter,Thu,145.22
ORD302039,64.0,1.2,3,3.2,10.8,Beauty,wallet,no,Winter,Tue,40.36
ORD302431,69.0,5.1,1,19.3,19.4,Sports,upi,no,Winter,Wed,46.06
ORD301688,26.0,8.3,7,37.2,27.7,Beauty,upi,yes,Spring,Wed,44.52
ORD300921,53.0,5.0,6,33.0,12.0,Sports,debit card,yes,Monsoon,Mon,78.04
ORD300279,18.0,2.9,11,33.6,13.2,Home & Kitchen,debit card,yes,Winter,Wed,140.11
ORD303666,69.0,1.9,5,23.4,4.2,Electronics,upi,no,Summer,Thu,251.06
ORD304869,44.0,11.3,1,20.0,8.5,Books,upi,no,Summer,Mon,12.05
ORD303401,69.0,2.0,14,0.1,2.3,Toys,credit card,yes,Monsoon,Sun,98.38
ORD301608,60.0,0.7,11,28.8,4.8,Toys,wallet,no,Winter,Fri,44.37
ORD302271,27.0,2.2,13,29.9,2.8,Toys,credit card,no,Spring,Mon,60.25
ORD303249,50.0,9.4,7,38.0,26.1,Home & Kitchen,upi,no,Winter,Sun,141.64
ORD300423,64.0,7.6,2,13.1,26.8,Beauty,upi,no,Spring,Thu,52.34
ORD300139,51.0,9.3,5,8.6,10.2,Home & Kitchen,wallet,no,Monsoon,Sat,132.91
ORD304432,22.0,8.1,14,0.3,10.5,Clothing,wallet,yes,Summer,Thu,167.27
ORD300414,22.0,8.1,13,25.7,17.5,Home & Kitchen,credit card,no,Monsoon,Wed,153.83
ORD302714,25.0,5.6,2,30.6,7.0,Books,upi,no,Winter,Thu,21.73
ORD303600,33.0,4.0,7,38.0,4.5,Sports,credit card,no,Spring,Fri,79.88
ORD303054,29.0,4.5,11,15.3,9.7,Home & Kitchen,wallet,yes,Winter,Sat,174.93
ORD301483,35.0,1.7,11,22.7,0.6,Clothing,debit card,no,Spring,Tue,82.47
ORD301702,67.0,5.933483606557377,4,30.0,63.6,Clothing,debit card,no,Spring,Tue,56.18
ORD302786,54.0,9.2,1,34.8,10.055118434603502,Clothing,wallet,yes,Winter,Mon,55.23
ORD302979,60.0,10.0,7,18.5,9.2,Home & Kitchen,credit card,no,Summer,Thu,129.75
ORD304278,25.0,3.8,9,9.5,17.4,Home & Kitchen,credit card,no,Winter,Thu,137.78
ORD303471,43.26208443809912,11.5,4,26.1,4.5,Home & Kitchen,wallet,no,Spring,Sun,128.78
ORD303621,29.0,2.6,6,4.1,27.8,Sports,wallet,no,Winter,Tue,75.45
ORD303514,47.0,9.5,6,10.8,0.1,Toys,wallet,yes,Spring,Sat,105.13
ORD302571,37.0,11.3,8,24.5,10.055118434603502,Beauty,credit card,yes,Spring,Fri,54.81
ORD303422,45.0,6.2,10,21.8,8.3,Home & Kitchen,credit card,no,Monsoon,Wed,163.68
ORD303459,51.0,2.6,12,14.1,10.3,Home & Kitchen,upi,yes,Summer,Wed,168.83
ORD300048,62.0,8.2,8,13.5,10.5,Electronics,upi,no,Spring,Fri,408.61
ORD301555,62.0,5.6,8,22.4,13.0,Clothing,debit card,no,Winter,Sat,89.62
ORD300156,51.0,4.2,4,13.1,22.0,Clothing,wallet,yes,Spring,Sat,98.08
ORD302319,43.0,1.0,10,5.0,24.6,Books,debit card,yes,Spring,Wed,49.31
ORD303902,46.0,1.1,5,1.1,11.4,Home & Kitchen,upi,no,Summer,Sun,125.38
ORD301542,19.0,9.8,10,0.9,12.5,Home & Kitchen,wallet,no,Spring,Wed,214.35
ORD302622,30.0,9.8,11,20.299269776876265,22.6,Sports,credit card,no,Spring,Wed,148.78
ORD302474,52.0,0.0,1,13.7,1.4,Electronics,debit card,no,Summer,Mon,223.46
ORD300492,41.0,3.0,1,10.7,4.7,Clothing,credit card,yes,Monsoon,Tue,65.71
ORD303541,42.0,6.3,12,2.7,12.8,Electronics,credit card,no,Summer,Sat,506.64
ORD303892,54.0,10.4,9,31.6,27.1,Clothing,wallet,no,Spring,Sat,86.37
ORD300721,27.0,5.6,3,13.1,3.6,Electronics,wallet,yes,Spring,Tue,279.98
ORD304823,40.0,7.0,1,6.4,0.6,Electronics,credit card,no,Spring,Mon,266.73
ORD300100,45.0,5.933483606557377,12,32.0,2.7,Electronics,credit card,yes,Monsoon,Wed,367.72
ORD300788,59.0,4.5,7,15.3,3.4,Beauty,wallet,yes,Summer,Mon,69.81
ORD304043,31.0,8.2,2,33.9,0.6,Clothing,credit card,yes,Winter,Mon,87.59
ORD302452,27.0,10.8,1,15.9,6.3,Toys,credit card,no,Monsoon,Sun,13.66
ORD302742,35.0,2.4,1,25.5,0.9,Beauty,credit card,yes,Winter,Sat,48.02
ORD304112,54.0,0.2,13,12.1,1.5,Electronics,credit card,yes,Winter,Thu,515.68
ORD301539,39.0,1.4,3,30.5,25.8,Beauty,wallet,yes,Summer,Sat,38.67
ORD301458,56.0,6.3,4,36.1,17.9,Clothing,credit card,yes,Winter,Tue,79.24
ORD300513,42.0,4.6,11,26.4,13.9,Clothing,upi,no,Summer,Tue,105.11
ORD304392,65.0,6.5,1,17.5,33.6,Beauty,debit card,no,Summer,Sat,40.74
ORD302764,69.0,7.1,1,6.1,21.2,Clothing,upi,no,Spring,Thu,80.37
ORD304768,56.0,3.2,6,5.6,1.2,Books,debit card,no,Summer,Mon,26.66
ORD300644,67.0,7.6,11,26.0,7.6,Books,wallet,no,Winter,Sat,13.08
ORD303509,44.0,0.5,14,17.3,1.8,Home & Kitchen,credit card,no,Monsoon,Tue,180.72
ORD301932,61.0,3.1,8,4.1,0.6,Clothing,credit card,no,Summer,Sat,120.69
ORD300087,54.0,7.3,1,33.8,0.5,Toys,debit card,no,Spring,Fri,34.3
ORD303365,33.0,8.3,11,5.8,12.9,Sports,credit card,no,Winter,Mon,153.65
ORD301153,69.0,10.5,14,31.8,9.1,Home & Kitchen,upi,no,Monsoon,Sun,181.09
ORD302391,54.0,5.933483606557377,5,4.6,10.6,Electronics,upi,yes,Monsoon,Wed,355.89
ORD301146,46.0,6.8,10,7.3,10.7,Home & Kitchen,credit card,no,Spring,Mon,164.1
ORD303009,51.0,1.8,13,32.9,52.7,Sports,wallet,no,Summer,Fri,72.62
ORD304159,67.0,5.7,2,33.7,3.3,Clothing,wallet,yes,Winter,Fri,62.88
ORD301718,23.0,9.4,2,4.8,20.8,Home & Kitchen,wallet,no,Summer,Tue,128.68
ORD301262,18.0,7.4,5,31.2,23.4,Sports,upi,yes,Winter,Mon,61.75
ORD300075,20.0,6.5,9,36.5,4.3,Books,wallet,no,Winter,Thu,26.44
ORD302029,19.0,11.8,9,20.299269776876265,1.3,Sports,debit card,yes,Spring,Wed,176.21
ORD301272,54.0,7.3,14,23.9,18.6,Home & Kitchen,credit card,yes,Spring,Sat,204.29
ORD304444,66.0,11.2,13,31.7,4.8,Home & Kitchen,upi,no,Summer,Wed,135.69
ORD302054,56.0,2.9,5,28.8,41.2,Clothing,upi,yes,Winter,Sun,65.91
ORD303311,22.0,7.1,9,1.0,34.3,Clothing,credit card,no,Spring,Fri,84.19
ORD302968,63.0,4.7,7,9.7,7.6,Clothing,debit card,no,Summer,Thu,99.24
ORD304437,43.0,6.4,14,27.1,23.8,Toys,debit card,yes,Monsoon,Tue,126.93
ORD304168,26.0,2.5,1,5.0,4.0,Toys,wallet,yes,Winter,Thu,57.11
ORD302806,49.0,7.2,1,6.6,21.2,Clothing,credit card,no,Winter,Sun,56.59
ORD301260,66.0,3.7,11,22.7,3.2,Toys,upi,yes,Winter,Fri,84.6
ORD300712,60.0,4.2,6,30.4,3.5,Home & Kitchen,wallet,no,Monsoon,Sun,102.8
ORD303843,51.0,9.9,3,31.3,4.8,Home & Kitchen,credit card,no,Winter,Wed,106.85
ORD304378,42.0,6.8,2,39.5,8.6,Electronics,credit card,no,Spring,Mon,195.94
ORD302594,21.0,6.3,3,3.9,8.3,Toys,credit card,yes,Winter,Wed,43.33
ORD304067,29.0,5.5,9,29.7,2.8,Electronics,upi,no,Winter,Mon,339.83
ORD300243,24.0,7.3,12,11.6,32.6,Electronics,upi,no,Summer,Tue,497.89
ORD302373,65.0,5.1,2,39.2,2.4,Home & Kitchen,credit card,no,Winter,Tue,83.94
ORD303451,61.0,10.4,9,19.4,8.6,Beauty,debit card,no,Winter,Mon,63.29
ORD301236,64.0,7.1,13,20.299269776876265,22.4,Electronics,wallet,yes,Spring,Wed,405.8
ORD304450,65.0,8.5,9,20.3,6.6,Books,upi,yes,Winter,Sat,48.56
ORD304419,34.0,3.2,4,18.9,22.2,Clothing,upi,no,Monsoon,Fri,63.94
ORD302593,51.0,5.7,10,35.1,14.8,Sports,debit card,yes,Monsoon,Sun,112.91
ORD303819,53.0,4.0,7,39.9,14.9,Toys,debit card,no,Winter,Mon,19.47
ORD301328,62.0,0.9,6,10.8,0.6,Clothing,credit card,no,Summer,Sat,62.37
ORD300162,21.0,1.3,4,6.4,8.4,Clothing,credit card,yes,Winter,Sat,79.85
ORD303018,34.0,11.7,4,12.4,6.0,Books,credit card,yes,Winter,Mon,84.05
ORD301414,47.0,12.0,8,19.1,1.2,Books,credit card,no,Monsoon,Tue,58.27
ORD302001,48.0,0.5,7,34.3,1.7,Electronics,upi,no,Monsoon,Sun,276.08
ORD301338,63.0,5.9,11,37.1,15.0,Electronics,debit card,yes,Monsoon,Thu,360.01
ORD304133,32.0,3.3,8,36.8,10.2,Sports,upi,yes,Summer,Thu,103.29
ORD304047,58.0,9.7,10,11.9,15.8,Toys,credit card,no,Monsoon,Tue,56.45
ORD302798,26.0,6.0,6,30.3,2.1,Home & Kitchen,upi,no,Monsoon,Thu,126.74
ORD301991,43.26208443809912,11.8,3,6.1,8.0,Beauty,wallet,no,Monsoon,Sat,94.7
ORD302681,53.0,5.4,11,26.8,4.2,Electronics,credit card,no,Winter,Thu,409.22
ORD302199,21.0,1.8,6,39.9,14.4,Clothing,credit card,no,Monsoon,Sat,30.49
ORD300018,20.0,1.7,4,18.9,3.6,Electronics,upi,no,Summer,Sun,268.48
ORD303400,32.0,7.1,10,21.7,7.3,Books,credit card,yes,Winter,Sun,62.35
ORD302451,64.0,10.9,2,27.3,22.2,Sports,upi,no,Spring,Thu,82.85
ORD301782,67.0,10.1,2,21.8,31.4,Electronics,credit card,no,Spring,Tue,221.5
ORD304603,40.0,4.5,14,13.4,1.6,Electronics,credit card,no,Winter,Mon,530.34
ORD302389,33.0,5.1,10,31.1,2.7,Clothing,debit card,no,Summer,Sat,92.62
ORD300756,52.0,6.6,14,18.0,13.9,Clothing,upi,yes,Monsoon,Sat,121.5
ORD302645,31.0,6.1,4,26.6,9.9,Clothing,upi,no,Winter,Wed,63.93
ORD302053,65.0,9.4,9,22.7,23.9,Clothing,credit card,yes,Winter,Thu,111.02
ORD304039,55.0,2.2,10,7.7,9.2,Toys,credit card,yes,Monsoon,Sun,63.2
ORD303498,55.0,10.6,11,25.6,2.3,Beauty,debit card,no,Monsoon,Wed,51.79
ORD304483,43.26208443809912,11.0,13,10.8,1.0,Home & Kitchen,credit card,no,Monsoon,Tue,195.88
ORD304890,38.0,11.7,9,5.7,10.2,Books,credit card,yes,Winter,Mon,801.36
ORD303083,21.0,2.8,1,25.9,9.3,Clothing,debit card,yes,Spring,Mon,75.33
ORD300002,58.0,3.9,9,36.5,0.0,Sports,debit card,no,Spring,Sun,62.21
ORD300313,40.0,8.2,10,6.9,18.9,Electronics,credit card,yes,Summer,Thu,476.7
ORD304615,58.0,10.8,13,0.5,0.8,Books,credit card,yes,Summer,Sun,105.38
ORD303754,62.0,11.9,14,27.7,5.2,Books,credit card,no,Monsoon,Fri,69.48
ORD302413,43.0,10.6,6,4.4,10.055118434603502,Clothing,wallet,no,Spring,Thu,75.03
ORD302957,64.0,1.9,14,11.4,8.0,Electronics,wallet,no,Winter,Thu,484.49
ORD300653,37.0,11.0,9,32.5,4.7,Electronics,wallet,no,Summer,Sat,341.39
ORD302338,35.0,3.9,8,30.6,1.1,Toys,credit card,yes,Monsoon,Thu,56.75
ORD304541,53.0,4.7,6,24.4,10.6,Toys,debit card,no,Monsoon,Wed,32.49
ORD303106,29.0,9.3,12,28.4,4.9,Clothing,credit card,no,Winter,Fri,90.35
ORD302827,62.0,4.1,6,19.9,15.9,Electronics,credit card,no,Summer,Sun,262.45
ORD304078,57.0,2.3,7,32.1,2.0,Beauty,debit card,yes,Spring,Thu,95.28
ORD303360,36.0,6.3,4,6.0,1.3,Toys,upi,no,Spring,Wed,63.78
ORD300951,55.0,10.1,13,15.5,10.8,Home & Kitchen,wallet,no,Spring,Sun,217.49
ORD303549,49.0,9.8,5,22.9,0.9,Clothing,upi,yes,Spring,Thu,64.56
ORD304543,52.0,2.0,11,35.6,6.8,Electronics,credit card,no,Summer,Tue,308.96
ORD302258,20.0,10.1,2,28.4,10.055118434603502,Home & Kitchen,debit card,yes,Monsoon,Fri,96.8
ORD300037,59.0,0.2,2,26.1,42.1,Electronics,wallet,no,Spring,Thu,230.38
ORD302541,30.0,0.3,1,8.6,11.9,Sports,debit card,yes,Monsoon,Tue,81.59
ORD301661,26.0,2.0,7,2.2,11.8,Clothing,upi,yes,Winter,Sun,121.27
ORD300744,36.0,10.2,11,5.3,20.2,Books,credit card,yes,Winter,Sat,71.89
ORD304314,42.0,1.3,10,17.6,1.0,Clothing,debit card,no,Summer,Mon,110.06
ORD301342,41.0,6.1,14,32.7,17.8,Toys,wallet,no,Monsoon,Sun,45.21
ORD300541,52.0,9.1,10,3.1,13.5,Clothing,credit card,no,Winter,Tue,126.13
ORD300533,43.0,2.2,14,3.7,0.8,Electronics,upi,yes,Summer,Mon,614.7
ORD304316,30.0,1.3,11,8.7,10.4,Clothing,debit card,no,Summer,Wed,96.18
ORD302867,24.0,0.7,11,29.3,12.9,Home & Kitchen,upi,no,Winter,Mon,126.95
ORD303836,54.0,4.3,14,1.6,1.9,Beauty,credit card,no,Spring,Wed,59.08
ORD301765,31.0,3.2,5,21.9,4.6,Home & Kitchen,debit card,no,Monsoon,Sun,84.77
ORD301107,62.0,4.4,7,11.5,13.4,Toys,wallet,yes,Winter,Sun,70.78
ORD302117,67.0,4.6,2,27.9,0.3,Books,wallet,no,Summer,Wed,22.46
ORD304352,31.0,4.5,4,1.3,6.7,Home & Kitchen,wallet,no,Monsoon,Tue,95.69
ORD304382,61.0,9.8,5,27.7,13.3,Electronics,debit card,no,Spring,Sat,246.9
ORD302425,65.0,6.1,2,32.0,3.0,Sports,credit card,no,Summer,Wed,54.66
ORD304202,58.0,6.4,3,0.7,6.0,Home & Kitchen,upi,yes,Spring,Fri,173.09
ORD301032,69.0,1.3,4,7.2,5.8,Sports,upi,yes,Monsoon,Mon,76.98
ORD300147,52.0,4.4,8,36.6,4.7,Beauty,credit card,yes,Monsoon,Sun,76.11
ORD303351,30.0,4.4,9,20.299269776876265,0.7,Sports,debit card,no,Winter,Fri,112.62
ORD301875,36.0,1.0,12,30.0,40.8,Clothing,credit card,no,Summer,Wed,71.88
ORD304882,18.0,6.8,7,18.8,12.6,Beauty,debit card,yes,Winter,Tue,83.86
ORD300362,53.0,3.3,5,21.8,20.2,Electronics,upi,no,Winter,Sat,288.51
ORD302218,41.0,1.3,7,11.6,10.055118434603502,Clothing,credit card,no,Summer,Tue,51.21
ORD304682,36.0,3.1,11,6.6,9.6,Sports,credit card,no,Monsoon,Tue,131.37
ORD303038,47.0,1.5,9,25.4,1.7,Beauty,debit card,no,Monsoon,Wed,85.24
ORD303474,60.0,3.9,6,25.3,10.055118434603502,Beauty,debit card,yes,Spring,Fri,84.61
ORD302026,33.0,1.7,1,9.4,10.055118434603502,Books,upi,no,Spring,Tue,32.1
ORD303899,46.0,11.7,11,25.1,2.8,Beauty,debit card,no,Spring,Wed,122.42
ORD301747,67.0,8.7,10,12.4,1.2,Electronics,debit card,no,Monsoon,Mon,419.07
ORD303361,65.0,9.9,10,35.4,5.9,Electronics,wallet,yes,Monsoon,Wed,390.71
ORD301078,50.0,1.6,12,32.7,29.9,Home & Kitchen,credit card,no,Spring,Tue,124.56
ORD301732,22.0,10.2,5,36.6,24.4,Electronics,upi,yes,Summer,Mon,284.07
ORD302679,29.0,8.5,5,34.3,6.0,Clothing,debit card,no,Winter,Thu,87.73
ORD303343,59.0,5.9,6,13.1,20.4,Clothing,upi,no,Summer,Tue,80.54
ORD303778,27.0,5.3,5,6.7,35.6,Electronics,credit card,yes,Summer,Thu,366.74
ORD301228,65.0,6.7,5,1.2,39.2,Electronics,debit card,no,Summer,Fri,330.83
ORD302123,59.0,5.2,7,1.2,25.2,Clothing,wallet,no,Spring,Mon,81.28
ORD302264,28.0,5.6,7,10.7,3.2,Toys,credit card,no,Winter,Sat,31.08
ORD300070,53.0,6.3,12,18.4,4.6,Sports,wallet,no,Summer,Mon,148.54
ORD304338,40.0,1.6,3,33.9,0.4,Home & Kitchen,credit card,no,Summer,Tue,82.11
ORD300060,53.0,3.1,8,13.8,8.2,Electronics,upi,yes,Spring,Fri,376.96
ORD303334,39.0,9.8,10,37.6,5.2,Beauty,wallet,yes,Spring,Thu,89.17
ORD300336,51.0,1.1,7,18.0,3.9,Electronics,debit card,yes,Summer,Wed,336.82
ORD300578,29.0,6.3,2,4.0,35.7,Clothing,upi,no,Monsoon,Sat,86.82
ORD303926,60.0,10.6,13,30.6,10.055118434603502,Electronics,credit card,no,Summer,Mon,426.82
ORD302320,49.0,9.6,8,13.0,11.5,Home & Kitchen,upi,no,Summer,Sun,160.92
ORD300662,67.0,11.9,10,9.1,8.3,Sports,upi,no,Winter,Tue,153.18
ORD303820,21.0,1.2,14,12.3,0.5,Clothing,upi,no,Summer,Mon,91.91
ORD304888,57.0,6.2,3,28.6,1.3,Clothing,upi,yes,Winter,Thu,99.39
ORD303435,49.0,5.933483606557377,3,24.6,0.1,Electronics,credit card,no,Spring,Thu,222.94
ORD302629,35.0,11.9,11,30.2,1.2,Sports,debit card,no,Summer,Sat,128.46
ORD302756,61.0,0.5,7,32.0,1.0,Clothing,upi,no,Summer,Tue,40.69
ORD303844,68.0,9.2,2,6.9,10.0,Home & Kitchen,credit card,no,Monsoon,Sun,118.58
ORD301258,42.0,3.9,10,30.3,4.1,Home & Kitchen,upi,no,Summer,Wed,150.7
ORD302651,50.0,11.3,2,19.6,7.0,Beauty,credit card,no,Spring,Mon,668.64
ORD301521,68.0,7.3,12,15.8,6.8,Beauty,upi,yes,Spring,Mon,59.92
ORD304484,33.0,9.3,2,29.3,4.1,Beauty,wallet,yes,Monsoon,Tue,46.93
ORD301002,54.0,5.933483606557377,2,30.2,50.1,Beauty,wallet,no,Winter,Sat,29.01
ORD304633,52.0,5.933483606557377,7,20.7,10.055118434603502,Home & Kitchen,debit card,yes,Spring,Mon,158.25
ORD304681,56.0,3.2,6,24.4,0.1,Toys,credit card,yes,Winter,Wed,87.93
ORD302034,62.0,4.0,8,2.1,27.8,Home & Kitchen,debit card,yes,Winter,Sat,177.39
ORD302081,53.0,4.6,14,6.5,8.9,Beauty,credit card,no,Winter,Thu,69.94
ORD303430,24.0,8.2,14,7.1,2.1,Electronics,credit card,no,Summer,Thu,541.28
ORD304072,31.0,3.6,13,0.8,8.9,Beauty,credit card,no,Monsoon,Tue,108.79
ORD303399,40.0,0.8,13,29.2,1.8,Toys,debit card,no,Monsoon,Wed,74.08
ORD304455,63.0,3.3,9,17.7,13.9,Home & Kitchen,credit card,no,Summer,Mon,132.91
ORD303341,53.0,2.0,8,6.3,1.2,Clothing,credit card,no,Summer,Thu,60.65
ORD303894,38.0,11.3,8,25.7,0.2,Sports,credit card,yes,Winter,Thu,138.18
ORD303480,68.0,2.6,12,38.9,7.9,Home & Kitchen,debit card,no,Winter,Fri,116.85
ORD302575,26.0,11.0,5,39.9,8.1,Home & Kitchen,credit card,no,Winter,Sun,98.76
ORD302981,47.0,7.5,4,34.5,2.3,Electronics,credit card,no,Summer,Wed,221.47
ORD304840,46.0,11.8,11,36.7,0.7,Sports,upi,yes,Summer,Sun,138.0
ORD303489,48.0,4.2,14,23.0,0.7,Toys,debit card,yes,Spring,Mon,63.02
ORD302953,56.0,11.3,10,10.1,26.4,Books,upi,no,Winter,Wed,61.21
ORD301059,58.0,0.7,1,32.4,9.7,Beauty,upi,yes,Summer,Sat,47.13
ORD300009,41.0,6.4,1,1.3,5.3,Home & Kitchen,upi,no,Winter,Sun,102.59
ORD302215,24.0,6.9,8,2.7,4.5,Home & Kitchen,credit card,no,Spring,Sat,175.22
ORD304225,43.0,9.6,5,14.8,5.7,Clothing,credit card,yes,Spring,Tue,89.7
ORD303962,49.0,6.6,6,0.3,12.0,Beauty,debit card,yes,Spring,Wed,90.7
ORD301289,51.0,10.5,8,22.7,4.9,Sports,credit card,no,Spring,Tue,151.93
ORD304071,33.0,0.5,1,32.0,8.0,Beauty,credit card,no,Winter,Tue,29.16
ORD300785,45.0,3.5,7,17.5,11.3,Books,upi,no,Spring,Thu,73.21
ORD301193,53.0,4.8,6,5.6,3.8,Sports,debit card,no,Monsoon,Thu,76.24
ORD300932,52.0,2.6,6,36.4,6.1,Electronics,credit card,no,Winter,Sun,243.07
ORD300342,19.0,2.3,8,11.9,6.8,Sports,upi,yes,Spring,Fri,124.56
ORD303831,43.0,8.3,4,10.4,17.4,Beauty,credit card,yes,Monsoon,Thu,83.68
ORD301430,45.0,0.0,8,20.1,1.1,Electronics,upi,yes,Monsoon,Thu,340.0
ORD303515,49.0,5.933483606557377,14,29.1,2.1,Clothing,upi,no,Winter,Sun,111.46
ORD303473,43.26208443809912,9.0,7,34.5,0.8,Books,credit card,yes,Monsoon,Mon,52.76
ORD301435,20.0,6.4,12,38.7,26.0,Electronics,credit card,no,Summer,Sun,319.2
ORD300985,69.0,10.4,4,35.5,2.6,Clothing,wallet,yes,Monsoon,Mon,90.6
ORD303444,19.0,4.6,14,18.4,5.5,Books,credit card,no,Summer,Wed,51.21
ORD302013,41.0,4.8,4,19.3,10.055118434603502,Home & Kitchen,upi,yes,Monsoon,Sun,118.82
ORD300855,32.0,3.7,4,33.2,0.6,Electronics,wallet,no,Spring,Tue,206.82
ORD300445,26.0,3.6,9,20.299269776876265,4.9,Electronics,wallet,no,Spring,Mon,395.93
ORD303847,60.0,8.2,5,12.1,8.2,Electronics,debit card,yes,Winter,Wed,332.15
ORD302028,66.0,9.1,5,29.2,3.9,Sports,credit card,no,Summer,Fri,81.0
ORD300405,43.26208443809912,1.4,10,36.6,5.0,Clothing,debit card,no,Monsoon,Wed,57.65
ORD300284,49.0,1.2,14,27.1,15.6,Beauty,credit card,yes,Spring,Thu,113.68
ORD300345,20.0,10.5,7,17.5,0.6,Beauty,credit card,no,Monsoon,Thu,84.11
ORD304123,43.0,5.3,11,17.6,10.6,Beauty,wallet,yes,Spring,Fri,82.19
ORD302789,27.0,0.4,2,33.2,29.0,Beauty,upi,no,Summer,Fri,18.84
ORD302190,33.0,11.9,8,6.4,3.0,Beauty,wallet,no,Monsoon,Sat,92.87
ORD301720,25.0,6.5,10,38.8,12.8,Electronics,upi,yes,Spring,Tue,310.01
ORD301637,49.0,7.0,10,20.299269776876265,3.8,Clothing,upi,no,Monsoon,Thu,91.45
ORD301323,36.0,1.4,7,3.0,1.3,Electronics,debit card,yes,Spring,Wed,394.49
ORD303497,51.0,2.8,4,21.2,23.0,Home & Kitchen,credit card,yes,Spring,Thu,89.62
ORD302711,63.0,4.7,3,0.1,28.1,Sports,wallet,no,Monsoon,Wed,109.75
ORD300873,68.0,5.1,11,6.2,4.2,Electronics,upi,no,Winter,Mon,496.78
ORD301584,54.0,7.8,7,15.1,3.4,Electronics,wallet,no,Spring,Mon,379.46
ORD303455,39.0,3.7,3,18.9,14.3,Toys,wallet,no,Winter,Wed,66.43
ORD301778,27.0,1.7,13,23.8,1.9,Clothing,credit card,no,Summer,Tue,89.68
ORD302527,33.0,4.4,4,14.6,10.055118434603502,Home & Kitchen,debit card,no,Summer,Fri,108.97
ORD303286,29.0,6.1,12,24.3,6.4,Beauty,upi,no,Winter,Sun,80.38
ORD302572,42.0,6.3,13,1.6,2.3,Clothing,credit card,no,Summer,Fri,124.95
ORD304596,41.0,8.6,11,20.5,29.6,Home & Kitchen,debit card,no,Spring,Mon,186.21
ORD301090,48.0,9.2,13,1.8,13.4,Clothing,credit card,no,Winter,Sun,134.33
ORD304381,44.0,5.933483606557377,14,19.1,2.6,Sports,upi,no,Monsoon,Sun,159.17
ORD300448,44.0,4.0,5,20.299269776876265,4.6,Books,credit card,no,Monsoon,Sun,33.84
ORD302436,40.0,5.8,11,10.7,12.9,Electronics,wallet,yes,Monsoon,Wed,461.7
ORD301061,32.0,8.0,10,22.5,9.7,Beauty,wallet,no,Winter,Thu,60.61
ORD303747,69.0,2.8,4,21.3,34.4,Clothing,debit card,no,Winter,Fri,55.61
ORD301680,54.0,11.0,4,36.2,12.2,Sports,upi,no,Monsoon,Tue,58.4
ORD303040,68.0,5.8,8,29.4,21.0,Electronics,upi,no,Monsoon,Mon,296.98
ORD303776,40.0,2.1,11,1.0,9.5,Beauty,credit card,no,Summer,Mon,77.47
ORD300498,38.0,1.2,4,33.5,9.1,Sports,upi,no,Monsoon,Fri,73.33
ORD304439,57.0,6.7,2,32.3,18.0,Toys,debit card,yes,Monsoon,Sun,65.48
ORD301189,53.0,5.933483606557377,8,13.8,40.3,Electronics,wallet,yes,Spring,Fri,398.14
ORD304291,46.0,11.1,7,13.0,23.6,Clothing,wallet,no,Summer,Thu,99.37
ORD303534,50.0,3.1,2,10.2,3.6,Sports,wallet,no,Spring,Thu,111.32
ORD304925,56.0,3.7,7,10.1,21.7,Electronics,credit card,no,Monsoon,Fri,361.08
ORD304363,38.0,11.4,13,32.5,2.3,Toys,debit card,no,Summer,Thu,80.8
ORD302882,62.0,1.2,9,34.1,0.3,Clothing,wallet,no,Summer,Sat,71.67
ORD301384,22.0,7.8,9,2.0,13.7,Electronics,credit card,no,Summer,Fri,454.77
ORD302522,31.0,3.8,14,10.7,18.4,Home & Kitchen,credit card,yes,Spring,Sat,177.08
ORD303271,29.0,5.8,6,14.2,9.5,Books,upi,no,Summer,Tue,58.55
ORD304332,18.0,5.4,5,28.6,3.1,Beauty,upi,no,Winter,Mon,23.3
ORD304056,28.0,6.1,2,4.8,18.4,Sports,credit card,no,Summer,Sun,86.43
ORD300452,26.0,11.1,5,12.4,8.2,Home & Kitchen,upi,no,Monsoon,Thu,149.96
ORD300028,55.0,11.5,3,11.1,0.3,Clothing,debit card,no,Winter,Mon,53.36
ORD301569,56.0,11.2,4,14.8,13.3,Electronics,debit card,no,Monsoon,Sat,293.9
